pitcher,pitch_type,pitch_name,family,pitches,usage,whiff,putaway,velo
500779,SI,Sinker,Fastball,145,0.19489247311827956,0.1111111111111111,0.1,89.94965517241378
500779,CU,Curveball,Breaking,116,0.15591397849462366,0.20967741935483872,0.07692307692307693,78.96120689655172
500779,SV,Slurve,Breaking,101,0.135752688172043,0.23404255319148937,0.12,80.26435643564356
518585,FS,Splitter,Offspeed,439,0.5207591933570581,0.5363636363636364,0.46956521739130436,79.94487471526196
518585,FF,4-Seam FB,Fastball,271,0.32147093712930014,0.14705882352941177,0.0,93.15535055350553
518585,SL,Slider,Breaking,109,0.12930011862396204,0.35135135135135137,0.0,82.35596330275229
518876,FF,4-Seam FB,Fastball,489,0.26663031624863687,0.12093023255813953,0.08064516129032258,92.1323108384458
518876,CH,Changeup,Offspeed,488,0.26608505997818976,0.3079710144927536,0.26956521739130435,88.45758196721312
518876,FC,Cutter,Fastball,267,0.14558342420937842,0.1267605633802817,0.15384615384615385,90.97453183520598
518876,CU,Curveball,Breaking,211,0.11504907306434024,0.19718309859154928,0.1875,82.45734597156398
518876,SL,Slider,Breaking,194,0.10577971646673937,0.3300970873786408,0.25,86.36443298969071
518876,SI,Sinker,Fastball,183,0.09978189749182116,0.07692307692307693,0.045454545454545456,92.28743169398906
518886,FF,4-Seam FB,Fastball,403,0.6672185430463576,0.24630541871921183,0.2328767123287671,93.53622828784118
518886,ST,Sweeper,Breaking,90,0.1490066225165563,0.38636363636363635,0.36363636363636365,85.41777777777779
518886,KC,Knuckle-Curve,Breaking,56,0.09271523178807947,0.09523809523809523,0.125,83.77499999999999
518886,SI,Sinker,Fastball,37,0.061258278145695365,0.17647058823529413,0.14285714285714285,93.76486486486488
519141,FF,4-Seam FB,Fastball,377,0.7292069632495164,0.18592964824120603,0.1836734693877551,92.19018567639256
519141,KC,Knuckle-Curve,Breaking,140,0.27079303675048355,0.16666666666666666,0.12121212121212122,84.28928571428571
519242,FF,4-Seam FB,Fastball,842,0.41539220522940307,0.26879271070615035,0.2573099415204678,95.94228028503564
519242,SL,Slider,Breaking,787,0.3882585101134682,0.38133333333333336,0.3393665158371041,79.3407878017789
519242,CH,Changeup,Offspeed,237,0.11692155895411939,0.328125,0.0625,88.11772151898735
519242,SI,Sinker,Fastball,161,0.07942772570300938,0.1,0.1,95.33540372670808
527048,SI,Sinker,Fastball,541,0.341109709962169,0.08121827411167512,0.05172413793103448,89.24048059149723
527048,CH,Changeup,Offspeed,477,0.30075662042875156,0.32684824902723736,0.2702702702702703,81.97547169811321
527048,FC,Cutter,Fastball,365,0.23013871374527112,0.18493150684931506,0.21052631578947367,85.25561643835616
527048,CU,Curveball,Breaking,122,0.07692307692307693,0.2826086956521739,0.0,76.96393442622953
527048,FF,4-Seam FB,Fastball,81,0.0510718789407314,0.15384615384615385,0.3333333333333333,89.98395061728394
542888,FF,4-Seam FB,Fastball,198,0.31181102362204727,0.21621621621621623,0.24074074074074073,93.51060606060605
542888,ST,Sweeper,Breaking,178,0.2803149606299213,0.32857142857142857,0.37037037037037035,84.47808988764044
542888,FC,Cutter,Fastball,150,0.23622047244094488,0.2441860465116279,0.22727272727272727,90.05066666666667
542888,SI,Sinker,Fastball,109,0.17165354330708663,0.1794871794871795,0.11764705882352941,93.81743119266055
543037,FF,4-Seam FB,Fastball,497,0.46318732525629075,0.23107569721115537,0.2376237623762376,96.87162977867204
543037,SL,Slider,Breaking,212,0.19757688723205966,0.2523364485981308,0.3125,89.57075471698113
543037,CH,Changeup,Offspeed,159,0.14818266542404473,0.23076923076923078,0.2413793103448276,86.39874213836477
543037,KC,Knuckle-Curve,Breaking,146,0.13606710158434296,0.22033898305084745,0.21739130434782608,83.0945205479452
543037,SI,Sinker,Fastball,59,0.05498602050326188,0.07142857142857142,0.0,96.0677966101695
543056,FC,Cutter,Fastball,158,0.37089201877934275,0.21739130434782608,0.125,85.17594936708862
543056,SI,Sinker,Fastball,119,0.2793427230046948,0.1,0.0,89.9529411764706
543056,ST,Sweeper,Breaking,75,0.176056338028169,0.3076923076923077,0.21739130434782608,80.97066666666667
543056,FF,4-Seam FB,Fastball,46,0.107981220657277,0.1111111111111111,0.2,89.89782608695653
543135,FS,Splitter,Offspeed,718,0.36688809402146144,0.3381294964028777,0.35403726708074534,88.51810584958217
543135,CU,Curveball,Breaking,444,0.22687787429739398,0.4009216589861751,0.30434782608695654,76.38851351351352
543135,FC,Cutter,Fastball,370,0.1890648952478283,0.26519337016574585,0.24528301886792453,90.46540540540539
543135,FF,4-Seam FB,Fastball,265,0.13541134389371487,0.22807017543859648,0.358974358974359,94.58754716981133
543135,SI,Sinker,Fastball,145,0.0740929994890138,0.08791208791208792,0.2222222222222222,93.59172413793104
543243,SI,Sinker,Fastball,387,0.2146422628951747,0.15846994535519127,0.18181818181818182,92.08888888888887
543243,FC,Cutter,Fastball,351,0.194675540765391,0.15760869565217392,0.14285714285714285,88.36951566951568
543243,ST,Sweeper,Breaking,351,0.194675540765391,0.38461538461538464,0.3984375,84.95783475783477
543243,FF,4-Seam FB,Fastball,320,0.17748197448696618,0.10714285714285714,0.1875,91.66
543243,CU,Curveball,Breaking,295,0.16361619523017193,0.3153153153153153,0.2727272727272727,79.72745762711865
543243,CH,Changeup,Offspeed,95,0.05268996117581808,0.17142857142857143,0.25,86.1778947368421
543309,EP,EP,Other,33,0.6470588235294118,0.0,0.0,40.857575757575766
543510,EP,EP,Other,55,0.9649122807017544,0.08333333333333333,0.0,37.99636363636363
544150,FF,4-Seam FB,Fastball,402,0.5367156208277704,0.24489795918367346,0.3225806451612903,93.48805970149253
544150,FC,Cutter,Fastball,160,0.2136181575433912,0.2625,0.23529411764705882,85.450625
544150,CH,Changeup,Offspeed,124,0.16555407209612816,0.20634920634920634,0.15384615384615385,84.75322580645161
544150,CU,Curveball,Breaking,60,0.0801068090787717,0.30434782608695654,0.2727272727272727,77.73333333333333
547179,CH,Changeup,Offspeed,402,0.20029895366218237,0.3107344632768362,0.25333333333333335,84.66492537313434
547179,SI,Sinker,Fastball,386,0.19232685600398605,0.10344827586206896,0.02127659574468085,93.3800518134715
547179,FF,4-Seam FB,Fastball,380,0.18933731938216244,0.0898876404494382,0.10227272727272728,94.03026315789474
547179,FC,Cutter,Fastball,294,0.14648729446935724,0.15873015873015872,0.16666666666666666,90.16938775510204
547179,CU,Curveball,Breaking,229,0.11410064773293473,0.23711340206185566,0.22857142857142856,82.7475982532751
547179,SL,Slider,Breaking,159,0.07922272047832586,0.25316455696202533,0.3333333333333333,86.28050314465408
547179,ST,Sweeper,Breaking,156,0.07772795216741404,0.31746031746031744,0.3684210526315789,82.3948717948718
547184,ST,Sweeper,Breaking,80,0.47619047619047616,0.3157894736842105,0.23076923076923078,83.825
547184,SL,Slider,Breaking,43,0.25595238095238093,0.17647058823529413,0.0,89.96744186046512
547184,FF,4-Seam FB,Fastball,33,0.19642857142857142,0.3333333333333333,0.375,95.77575757575758
547973,FF,4-Seam FB,Fastball,244,0.3713850837138508,0.20512820512820512,0.17391304347826086,96.85532786885244
547973,SI,Sinker,Fastball,224,0.3409436834094368,0.3106060606060606,0.32786885245901637,97.93392857142858
547973,SL,Slider,Breaking,120,0.182648401826484,0.43137254901960786,0.3793103448275862,85.6375
547973,FS,Splitter,Offspeed,69,0.1050228310502283,0.38636363636363635,0.4,89.64927536231885
548384,ST,Sweeper,Breaking,244,0.37596302003081666,0.2047244094488189,0.2,80.67704918032786
548384,FC,Cutter,Fastball,181,0.27889060092449924,0.2857142857142857,0.4782608695652174,86.56077348066299
548384,SI,Sinker,Fastball,143,0.22033898305084745,0.1276595744680851,0.1,90.10699300699301
548384,CH,Changeup,Offspeed,81,0.12480739599383667,0.2571428571428571,0.25,84.30493827160494
552640,SL,Slider,Breaking,239,0.495850622406639,0.3515625,0.3484848484848485,89.17238493723849
552640,SI,Sinker,Fastball,191,0.3962655601659751,0.1134020618556701,0.07142857142857142,95.02094240837697
552640,FF,4-Seam FB,Fastball,52,0.1078838174273859,0.10344827586206896,0.2222222222222222,94.43653846153846
554430,FF,4-Seam FB,Fastball,576,0.35687732342007433,0.30272108843537415,0.3008849557522124,95.18732638888889
554430,FS,Splitter,Offspeed,256,0.15861214374225527,0.4863013698630137,0.4307692307692308,87.31367187500001
554430,SI,Sinker,Fastball,243,0.15055762081784388,0.09302325581395349,0.07407407407407407,94.75308641975309
554430,ST,Sweeper,Breaking,229,0.14188351920693928,0.38372093023255816,0.38235294117647056,81.19082969432313
554430,FC,Cutter,Fastball,176,0.1090458488228005,0.2127659574468085,0.2727272727272727,90.94943181818182
554430,CU,Curveball,Breaking,134,0.08302354399008674,0.4838709677419355,0.4,79.80074626865671
571510,FF,4-Seam FB,Fastball,518,0.45800176834659595,0.16546762589928057,0.15306122448979592,92.78706563706564
571510,CH,Changeup,Offspeed,315,0.27851458885941643,0.281767955801105,0.19718309859154928,78.78793650793651
571510,SL,Slider,Breaking,174,0.15384615384615385,0.4788732394366197,0.5405405405405406,83.03218390804598
571510,CU,Curveball,Breaking,119,0.10521662245800177,0.2857142857142857,0.3,73.16302521008402
571578,SL,Slider,Breaking,387,0.27407932011331443,0.37142857142857144,0.37662337662337664,79.01912144702843
571578,SI,Sinker,Fastball,383,0.27124645892351273,0.0913978494623656,0.0847457627118644,91.3762402088773
571578,CH,Changeup,Offspeed,247,0.17492917847025496,0.2897196261682243,0.20588235294117646,78.37004048582996
571578,FC,Cutter,Fastball,214,0.15155807365439095,0.13793103448275862,0.037037037037037035,86.26682242990654
571578,FF,4-Seam FB,Fastball,159,0.11260623229461757,0.125,0.18421052631578946,91.26415094339623
571927,SI,Sinker,Fastball,503,0.4818007662835249,0.18421052631578946,0.07462686567164178,93.37912524850894
571927,CH,Changeup,Offspeed,308,0.2950191570881226,0.25301204819277107,0.26373626373626374,82.89967532467531
571927,CU,Curveball,Breaking,124,0.11877394636015326,0.26666666666666666,0.26666666666666666,78.6524193548387
571927,SL,Slider,Breaking,106,0.10153256704980843,0.21428571428571427,0.047619047619047616,82.62358490566038
571945,FF,4-Seam FB,Fastball,430,0.24184476940382452,0.1452991452991453,0.12371134020618557,93.22441860465116
571945,SI,Sinker,Fastball,425,0.2390326209223847,0.100418410041841,0.08333333333333333,92.85388235294116
571945,SL,Slider,Breaking,400,0.2249718785151856,0.16923076923076924,0.15254237288135594,87.86075
571945,CU,Curveball,Breaking,267,0.15016872890888638,0.2289156626506024,0.20588235294117646,76.71647940074907
571945,CH,Changeup,Offspeed,150,0.0843644544431946,0.14705882352941177,0.043478260869565216,85.76866666666666
571945,ST,Sweeper,Breaking,105,0.05905511811023622,0.21739130434782608,0.17391304347826086,82.01238095238098
571948,SI,Sinker,Fastball,251,0.4211409395973154,0.17757009345794392,0.0625,86.88924302788845
571948,ST,Sweeper,Breaking,170,0.28523489932885904,0.2361111111111111,0.15625,78.31294117647059
571948,CH,Changeup,Offspeed,94,0.15771812080536912,0.1111111111111111,0.11764705882352941,80.68936170212764
571948,FF,4-Seam FB,Fastball,81,0.13590604026845637,0.10204081632653061,0.12903225806451613,87.35802469135803
572143,FF,4-Seam FB,Fastball,134,0.42948717948717946,0.25,0.2903225806451613,93.93208955223882
572143,CU,Curveball,Breaking,75,0.2403846153846154,0.2631578947368421,0.3125,82.19066666666667
572143,FC,Cutter,Fastball,68,0.21794871794871795,0.13333333333333333,0.16666666666666666,87.86029411764703
572143,CH,Changeup,Offspeed,31,0.09935897435897435,0.23076923076923078,0.16666666666666666,84.51612903225804
572955,CU,Curveball,Breaking,380,0.6219312602291326,0.25268817204301075,0.17391304347826086,86.26605263157894
572955,FF,4-Seam FB,Fastball,225,0.36824877250409166,0.22105263157894736,0.21428571428571427,95.40755555555556
573009,SI,Sinker,Fastball,131,0.4517241379310345,0.03508771929824561,0.058823529411764705,88.72442748091603
573009,CH,Changeup,Offspeed,81,0.2793103448275862,0.28846153846153844,0.3333333333333333,80.79753086419753
573009,CU,Curveball,Breaking,78,0.2689655172413793,0.24324324324324326,0.2857142857142857,80.35384615384616
573124,ST,Sweeper,Breaking,383,0.49547218628719275,0.22162162162162163,0.16049382716049382,77.99164490861618
573124,SI,Sinker,Fastball,281,0.36351875808538164,0.09900990099009901,0.11904761904761904,91.86868327402135
573124,FC,Cutter,Fastball,109,0.1410090556274256,0.13636363636363635,0.09090909090909091,87.83944954128441
573204,FF,4-Seam FB,Fastball,243,0.3964110929853181,0.24113475177304963,0.24193548387096775,93.23251028806584
573204,CU,Curveball,Breaking,160,0.26101141924959215,0.30985915492957744,0.3684210526315789,76.321875
573204,SL,Slider,Breaking,128,0.20880913539967375,0.3142857142857143,0.19230769230769232,87.40390625
573204,ST,Sweeper,Breaking,80,0.13050570962479607,0.3157894736842105,0.21428571428571427,80.2875
579328,FF,4-Seam FB,Fastball,192,0.3386243386243386,0.20618556701030927,0.20454545454545456,95.4484375
579328,SL,Slider,Breaking,134,0.23633156966490299,0.3013698630136986,0.3333333333333333,86.87462686567164
579328,FS,Splitter,Offspeed,126,0.2222222222222222,0.2777777777777778,0.4,86.69603174603175
579328,FC,Cutter,Fastball,65,0.1146384479717813,0.3103448275862069,0.16666666666666666,90.22153846153847
579328,CU,Curveball,Breaking,50,0.08818342151675485,0.23809523809523808,0.2,78.69
592094,SL,Slider,Breaking,218,0.3811188811188811,0.3828125,0.18421052631578946,84.55412844036697
592094,CH,Changeup,Offspeed,182,0.3181818181818182,0.3,0.16666666666666666,88.15219780219782
592094,FF,4-Seam FB,Fastball,133,0.23251748251748253,0.11764705882352941,0.07692307692307693,93.43609022556392
592094,ST,Sweeper,Breaking,39,0.06818181818181818,0.17647058823529413,0.2222222222222222,78.10256410256413
592155,FC,Cutter,Fastball,171,0.45118733509234826,0.25510204081632654,0.20588235294117646,87.80058479532164
592155,FF,4-Seam FB,Fastball,149,0.39313984168865435,0.225,0.2413793103448276,95.58590604026845
592155,ST,Sweeper,Breaking,44,0.11609498680738786,0.5833333333333334,0.7058823529411765,81.37954545454545
592332,FF,4-Seam FB,Fastball,1147,0.5171325518485121,0.16556291390728478,0.1565217391304348,93.9483870967742
592332,FS,Splitter,Offspeed,841,0.3791704238052299,0.3953488372093023,0.29508196721311475,84.01961950059453
592332,SL,Slider,Breaking,230,0.1036970243462579,0.34831460674157305,0.3333333333333333,84.17217391304347
592454,CH,Changeup,Offspeed,128,0.6153846153846154,0.20833333333333334,0.2,88.02656250000001
592454,FF,4-Seam FB,Fastball,64,0.3076923076923077,0.16129032258064516,0.0,93.728125
592662,FF,4-Seam FB,Fastball,799,0.3613749434644957,0.21717171717171718,0.2155688622754491,93.28335419274092
592662,SL,Slider,Breaking,555,0.2510176390773406,0.3481781376518219,0.3698630136986301,85.89567567567568
592662,CH,Changeup,Offspeed,364,0.16463138851198553,0.25,0.2753623188405797,86.01593406593405
592662,SI,Sinker,Fastball,262,0.1184984170058797,0.08695652173913043,0.10526315789473684,92.44351145038166
592662,KC,Knuckle-Curve,Breaking,231,0.1044776119402985,0.38144329896907214,0.34210526315789475,79.5142857142857
592773,FF,4-Seam FB,Fastball,407,0.5125944584382871,0.24766355140186916,0.17721518987341772,98.03267813267814
592773,SL,Slider,Breaking,178,0.22418136020151133,0.38666666666666666,0.17857142857142858,88.67078651685392
592773,FS,Splitter,Offspeed,124,0.1561712846347607,0.35,0.38461538461538464,89.75564516129033
592773,SI,Sinker,Fastball,82,0.10327455919395466,0.19047619047619047,0.16666666666666666,96.95975609756097
592779,FF,4-Seam FB,Fastball,72,0.3380281690140845,0.36585365853658536,0.4117647058823529,95.6236111111111
592779,ST,Sweeper,Breaking,53,0.24882629107981222,0.2777777777777778,0.25,83.93396226415092
592779,CH,Changeup,Offspeed,37,0.17370892018779344,0.29411764705882354,0.6,89.25945945945946
592779,SI,Sinker,Fastball,33,0.15492957746478872,0.17647058823529413,0.0,94.73636363636363
592791,FF,4-Seam FB,Fastball,402,0.282899366643209,0.19672131147540983,0.21428571428571427,91.74552238805971
592791,FC,Cutter,Fastball,259,0.18226600985221675,0.23893805309734514,0.23076923076923078,86.08108108108108
592791,CH,Changeup,Offspeed,234,0.16467276565798733,0.30158730158730157,0.2765957446808511,84.38290598290598
592791,ST,Sweeper,Breaking,230,0.16185784658691063,0.3384615384615385,0.3880597014925373,80.14608695652173
592791,CU,Curveball,Breaking,158,0.11118930330752991,0.2391304347826087,0.21052631578947367,79.08544303797468
592791,SI,Sinker,Fastball,138,0.09711470795214637,0.10909090909090909,0.045454545454545456,91.91739130434782
592836,FS,Splitter,Offspeed,110,0.22727272727272727,0.17647058823529413,0.2,86.8
592836,SI,Sinker,Fastball,109,0.22520661157024793,0.16666666666666666,0.0,91.74954128440368
592836,FC,Cutter,Fastball,96,0.19834710743801653,0.22448979591836735,0.25,86.53333333333335
592836,SL,Slider,Breaking,66,0.13636363636363635,0.1875,0.18181818181818182,80.7560606060606
592836,CU,Curveball,Breaking,57,0.11776859504132231,0.20833333333333334,0.25,74.3298245614035
592836,FF,4-Seam FB,Fastball,46,0.09504132231404959,0.07692307692307693,0.0,91.82608695652173
592866,FF,4-Seam FB,Fastball,30,0.38461538461538464,0.125,0.15384615384615385,89.89333333333335
593958,FF,4-Seam FB,Fastball,805,0.391156462585034,0.21428571428571427,0.20118343195266272,92.00260869565219
593958,CH,Changeup,Offspeed,549,0.26676384839650147,0.23507462686567165,0.18181818181818182,85.80182149362479
593958,CU,Curveball,Breaking,263,0.12779397473275025,0.22,0.2,79.59885931558935
593958,FC,Cutter,Fastball,260,0.12633624878522837,0.16101694915254236,0.14285714285714285,88.59115384615383
593958,SI,Sinker,Fastball,180,0.08746355685131195,0.06818181818181818,0.041666666666666664,91.46944444444445
593974,SI,Sinker,Fastball,364,0.3939393939393939,0.16129032258064516,0.125,96.04065934065935
593974,CH,Changeup,Offspeed,321,0.3474025974025974,0.3131868131868132,0.2698412698412698,89.47757009345794
593974,SL,Slider,Breaking,152,0.1645021645021645,0.296875,0.3,89.38486842105263
593974,FF,4-Seam FB,Fastball,87,0.09415584415584416,0.10256410256410256,0.07142857142857142,96.39885057471265
594027,SI,Sinker,Fastball,330,0.8088235294117647,0.25925925925925924,0.24242424242424243,100.02545454545455
594027,SL,Slider,Breaking,56,0.13725490196078433,0.3142857142857143,0.21739130434782608,91.22500000000001
594580,SI,Sinker,Fastball,332,0.37303370786516854,0.12837837837837837,0.11428571428571428,91.38915662650602
594580,ST,Sweeper,Breaking,320,0.3595505617977528,0.4146341463414634,0.3392857142857143,81.1709375
594580,CH,Changeup,Offspeed,149,0.16741573033707866,0.3148148148148148,0.32,84.5
594580,FF,4-Seam FB,Fastball,89,0.1,0.14583333333333334,0.1724137931034483,92.50112359550562
594798,FF,4-Seam FB,Fastball,790,0.4195432819968136,0.2553191489361702,0.2662337662337662,97.2946835443038
594798,SL,Slider,Breaking,691,0.3669676048858205,0.3918918918918919,0.3023255813953488,91.18943560057888
594798,CH,Changeup,Offspeed,238,0.12639405204460966,0.43243243243243246,0.41025641025641024,89.77563025210084
594798,CU,Curveball,Breaking,121,0.064259160913436,0.4583333333333333,0.5,80.6520661157025
594798,SI,Sinker,Fastball,43,0.022835900159320233,0.11538461538461539,0.0,96.51860465116279
594835,FF,4-Seam FB,Fastball,52,0.26,0.25,0.2,90.29615384615386
594835,CH,Changeup,Offspeed,47,0.235,0.15384615384615385,0.0625,81.38297872340425
594835,FC,Cutter,Fastball,40,0.2,0.23529411764705882,0.0,87.6
594835,SV,Slurve,Breaking,33,0.165,0.08333333333333333,0.0,81.32727272727273
595014,ST,Sweeper,Breaking,177,0.41745283018867924,0.40789473684210525,0.38461538461538464,83.77966101694915
595014,SI,Sinker,Fastball,153,0.3608490566037736,0.18309859154929578,0.15384615384615385,94.98888888888888
595014,FF,4-Seam FB,Fastball,49,0.11556603773584906,0.14814814814814814,0.14285714285714285,94.55306122448981
595014,FC,Cutter,Fastball,43,0.10141509433962265,0.23076923076923078,0.2222222222222222,91.09534883720931
595345,SL,Slider,Breaking,624,0.6716899892357373,0.34513274336283184,0.2789115646258503,80.89134615384614
595345,FF,4-Seam FB,Fastball,261,0.28094725511302476,0.16822429906542055,0.19298245614035087,91.19386973180077
595345,SI,Sinker,Fastball,42,0.04520990312163617,0.07692307692307693,0.0,90.69999999999999
596001,ST,Sweeper,Breaking,262,0.43305785123966944,0.21008403361344538,0.21818181818181817,82.0446564885496
596001,CH,Changeup,Offspeed,117,0.1933884297520661,0.2,0.17391304347826086,86.65811965811967
596001,SI,Sinker,Fastball,115,0.19008264462809918,0.11864406779661017,0.21428571428571427,91.8982608695652
596001,FF,4-Seam FB,Fastball,111,0.1834710743801653,0.2857142857142857,0.35714285714285715,92.2954954954955
596133,FF,4-Seam FB,Fastball,339,0.4970674486803519,0.22085889570552147,0.2,95.24218289085545
596133,CH,Changeup,Offspeed,234,0.34310850439882695,0.38620689655172413,0.3387096774193548,87.91324786324785
596133,FC,Cutter,Fastball,108,0.15835777126099707,0.2978723404255319,0.25,90.38240740740743
601713,FF,4-Seam FB,Fastball,190,0.536723163841808,0.22916666666666666,0.2727272727272727,94.27578947368421
601713,CU,Curveball,Breaking,63,0.17796610169491525,0.25,0.2222222222222222,79.58730158730157
601713,ST,Sweeper,Breaking,49,0.1384180790960452,0.36666666666666664,0.3684210526315789,82.22448979591837
601713,FC,Cutter,Fastball,39,0.11016949152542373,0.09090909090909091,0.16666666666666666,91.31538461538463
605130,ST,Sweeper,Breaking,215,0.35073409461663946,0.32558139534883723,0.13793103448275862,79.16232558139535
605130,CU,Curveball,Breaking,206,0.3360522022838499,0.44761904761904764,0.41304347826086957,76.21407766990292
605130,SI,Sinker,Fastball,91,0.14845024469820556,0.1875,0.0,89.12307692307694
605130,FF,4-Seam FB,Fastball,78,0.1272430668841762,0.10344827586206896,0.25,88.99102564102563
605135,SI,Sinker,Fastball,407,0.36899365367180414,0.13903743315508021,0.14583333333333334,91.77027027027027
605135,CU,Curveball,Breaking,246,0.2230281051677244,0.27586206896551724,0.1509433962264151,70.93130081300812
605135,FC,Cutter,Fastball,246,0.2230281051677244,0.21739130434782608,0.23809523809523808,89.45365853658537
605135,ST,Sweeper,Breaking,66,0.05983680870353581,0.3103448275862069,0.2857142857142857,72.69242424242424
605135,FF,4-Seam FB,Fastball,59,0.05349048050770626,0.11428571428571428,0.0,91.37118644067797
605135,CH,Changeup,Offspeed,57,0.051677243880326386,0.25,0.0,84.80175438596491
605154,SL,Slider,Breaking,63,0.3888888888888889,0.2,0.1111111111111111,84.75396825396827
605154,FF,4-Seam FB,Fastball,56,0.345679012345679,0.11538461538461539,0.0,92.57857142857142
605182,FF,4-Seam FB,Fastball,40,0.45977011494252873,0.38095238095238093,0.25,95.93499999999999
605218,FF,4-Seam FB,Fastball,53,0.5353535353535354,0.5714285714285714,0.6666666666666666,92.45283018867924
605218,CU,Curveball,Breaking,30,0.30303030303030304,0.38461538461538464,0.42857142857142855,79.80333333333331
605280,SI,Sinker,Fastball,418,0.5048309178743962,0.13020833333333334,0.08823529411764706,93.65167464114832
605280,ST,Sweeper,Breaking,157,0.18961352657004832,0.359375,0.3142857142857143,81.99299363057325
605280,CH,Changeup,Offspeed,121,0.1461352657004831,0.3055555555555556,0.2558139534883721,88.84545454545454
605280,CU,Curveball,Breaking,73,0.08816425120772947,0.2727272727272727,0.3,81.56164383561645
605280,FC,Cutter,Fastball,58,0.07004830917874397,0.23333333333333334,0.125,88.72241379310346
605288,SI,Sinker,Fastball,729,0.4727626459143969,0.10223642172523961,0.08695652173913043,94.78134430727025
605288,FF,4-Seam FB,Fastball,278,0.18028534370946822,0.1958041958041958,0.20987654320987653,95.54136690647482
605288,CH,Changeup,Offspeed,246,0.15953307392996108,0.3381294964028777,0.3050847457627119,85.2479674796748
605288,SL,Slider,Breaking,171,0.11089494163424124,0.16455696202531644,0.2916666666666667,88.29181286549706
605288,CU,Curveball,Breaking,118,0.07652399481193256,0.24324324324324326,0.18181818181818182,82.16864406779659
605400,KC,Knuckle-Curve,Breaking,686,0.3339824732229795,0.4061624649859944,0.35795454545454547,78.20918367346938
605400,FF,4-Seam FB,Fastball,484,0.23563777994157742,0.12886597938144329,0.06779661016949153,92.18347107438017
605400,SI,Sinker,Fastball,393,0.19133398247322297,0.11724137931034483,0.1346153846153846,91.53791348600511
605400,CH,Changeup,Offspeed,314,0.1528724440116845,0.2777777777777778,0.21951219512195122,85.40732484076433
605400,FC,Cutter,Fastball,156,0.0759493670886076,0.26506024096385544,0.3684210526315789,86.16730769230769
605447,SL,Slider,Breaking,201,0.5207253886010362,0.3368421052631579,0.34146341463414637,84.35920398009951
605447,FF,4-Seam FB,Fastball,172,0.44559585492227977,0.23943661971830985,0.21052631578947367,94.23779069767441
605452,SL,Slider,Breaking,69,0.28991596638655465,0.21621621621621623,0.07142857142857142,89.22898550724636
605452,SI,Sinker,Fastball,63,0.2647058823529412,0.16129032258064516,0.0,95.34920634920636
